team,year,o_fgm,o_fga,o_ftm,o_fta,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_3pm,o_3pa,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_3pm,d_3pa,d_pts,pace,won,lost
MIN,1990,3265,7276,1531,2082,1275,2113,3388,1885,1864,712,1062,440,108,0,8169,3320,6778,1680,2219,1094,2379,3473,2142,1692,512,1238,511,171,0,8491,95.960014,29,53
NJN,1990,3311,7459,1658,2245,1400,2348,3748,1782,1954,748,1423,600,161,0,8441,3374,7206,1927,2493,1287,2527,3814,1737,1896,831,1452,540,136,0,8811,102.36813,26,56
NYK,1990,3308,6822,1654,2147,1053,2436,3489,2172,1764,638,1379,418,185,0,8455,3410,7162,1471,1903,1119,2336,3455,1999,1813,724,1239,368,183,0,8474,97.982025,39,43
ORL,1990,3298,7256,1818,2447,1233,2429,3662,1809,1976,602,1391,306,270,0,8684,3454,7232,1879,2451,1095,2500,3595,2118,1983,706,1215,654,223,0,9010,102.26781,31,51
PHI,1990,3289,6925,1868,2366,984,2496,3480,1824,1629,678,1230,479,195,0,8641,3536,7432,1388,1794,1156,2519,3675,2220,1862,691,1177,391,196,0,8656,99.447044,44,38
PHO,1990,3573,7199,2064,2680,1132,2598,3730,2209,1850,687,1302,535,138,0,9348,3462,7499,1705,2244,1195,2298,3493,1972,2059,682,1282,463,182,0,8811,103.47923,55,27
POR,1990,3577,7369,1912,2538,1202,2561,3763,2254,1975,724,1309,410,341,0,9407,3320,7275,1819,2341,1079,2354,3433,2048,2075,630,1397,352,236,0,8695,104.04855,63,19
SAC,1990,3086,6818,1540,2105,1027,2218,3245,1991,2075,631,1272,513,216,0,7928,3142,6687,2045,2686,1164,2543,3707,1912,1847,699,1312,448,155,0,8484,96.737244,25,57
SAS,1990,3409,6988,1883,2459,1131,2657,3788,2140,1896,670,1445,571,81,0,8782,3265,7289,1664,2187,1122,2270,3392,1928,2008,801,1260,437,218,0,8412,101.37405,55,27
SEA,1990,3500,7117,1608,2143,1222,2173,3395,2042,1973,861,1404,380,136,0,8744,3285,6738,1866,2459,1107,2149,3256,1851,1820,729,1485,446,207,0,8643,99.359283,41,41
UTA,1990,3214,6537,1951,2472,867,2474,3341,2217,1796,652,1305,451,148,0,8527,3217,7011,1615,2090,1101,2278,3379,1858,1995,686,1254,409,205,0,8254,97.584831,54,28
WA1,1990,3390,7268,1478,2028,1173,2390,3563,2081,1927,588,1359,468,55,0,8313,3396,7280,1763,2288,1232,2473,3705,1861,1778,727,1254,492,166,0,8721,100.65967,30,52
ATL,1991,3492,7476,1517,2074,1288,2498,3786,2123,1771,793,1255,320,210,0,8711,3523,7342,1537,2006,1160,2545,3705,2168,1732,711,1253,393,251,0,8834,100.76942,38,44
BOS,1991,3543,7196,1549,1917,1095,2583,3678,2072,1686,636,1165,484,110,0,8745,3323,7293,1601,2084,1178,2333,3511,1923,1634,680,1114,414,201,0,8448,98.244568,51,31
CHA,1991,3613,7568,1637,2168,1164,2367,3531,2284,1819,822,1273,309,117,0,8980,3717,7495,1661,2241,1253,2581,3834,2366,1750,621,1392,524,205,0,9300,104.26129,31,51
CHI,1991,3643,7168,1587,2132,1173,2439,3612,2279,1693,672,1088,480,138,0,9011,3206,6970,1525,1985,1081,2171,3252,1841,1800,631,1288,352,218,0,8155,97.132751,67,15
CLE,1991,3427,7025,1819,2259,1041,2450,3491,2260,1556,616,1073,621,253,0,8926,3496,7435,1294,1683,1236,2376,3612,2156,1874,649,1150,417,193,0,8479,97.549774,57,25
DAL,1991,3120,7104,1499,1999,1194,2439,3633,1630,1867,536,1202,349,268,0,8007,3314,7051,1823,2368,1157,2631,3788,1936,1735,723,1054,456,183,0,8634,96.588814,22,60
DEN,1991,3262,7380,1526,2067,1350,2352,3702,1553,1984,773,1447,461,126,0,8176,3346,6967,1943,2513,1109,2530,3639,1811,1787,780,1393,593,186,0,8821,101.19249,24,58
DET,1991,3191,6867,1566,2108,1210,2421,3631,1899,1646,546,1212,357,165,0,8113,3157,6973,1421,1866,1115,2255,3370,1894,1916,642,1117,373,211,0,7946,94.238258,48,34
GSW,1991,3767,7427,1944,2606,1137,2376,3513,2064,2049,854,1353,375,254,0,9732,3616,7507,1923,2563,1324,2436,3760,2122,2021,794,1512,435,257,0,9412,106.44552,55,27
HOU,1991,3273,6894,1491,2020,1074,2432,3506,2058,1769,656,1378,571,329,0,8366,3391,7317,1529,1985,1232,2406,3638,2131,1673,743,1174,384,196,0,8507,98.025543,42,40
IND,1991,3498,7079,1868,2364,1083,2564,3647,2398,2137,705,1402,393,333,0,9197,3425,7312,1976,2627,1241,2325,3566,2165,1984,816,1247,386,216,0,9042,102.21293,40,42
LAC,1991,3347,7076,1601,2223,1132,2393,3525,2053,1873,824,1269,498,145,0,8440,3211,6997,1706,2249,1151,2445,3596,1784,1870,705,1396,432,224,0,8352,99.255333,45,37
LAL,1991,3183,6977,1744,2278,1156,2196,3352,1803,1543,756,1089,400,119,0,8229,3408,7095,1329,1744,1234,2384,3618,2173,1831,594,1256,389,174,0,8319,95.471916,43,39
MIA,1991,3256,7061,1839,2329,1187,2366,3553,1749,1819,670,1377,373,257,0,8608,3529,7157,1685,2242,1134,2415,3549,2070,1968,731,1316,447,210,0,8953,100.33451,38,44
MIL,1991,3321,7216,1596,2104,1297,2172,3469,2018,1904,863,1350,317,371,0,8609,3445,6911,1638,2195,1170,2319,3489,2118,1780,730,1420,473,221,0,8749,98.644188,31,51
MIN,1991,3366,7342,1379,1857,1167,2168,3335,2025,1866,619,1157,526,126,0,8237,3453,7116,1738,2337,1311,2534,3845,2088,1675,660,1215,574,171,0,8815,97.893547,15,67
NJN,1991,3473,7580,1471,2009,1512,2392,3904,1937,1834,736,1392,615,224,0,8641,3422,7175,1775,2318,1515,2055,3570,1789,1722,806,1343,484,161,0,8780,98.918091,40,42
NYK,1991,3312,6947,1503,2049,1185,2489,3674,2130,1905,634,1242,382,201,0,8328,3082,6727,1666,2172,1014,2241,3255,1778,1803,669,1249,396,179,0,8009,95.632439,51,31
ORL,1991,3220,7102,1693,2268,1171,2329,3500,1792,1977,643,1389,367,197,0,8330,3426,7045,1830,2437,1107,2445,3552,2095,1895,791,1271,534,215,0,8897,100.32218,21,61
PHI,1991,3187,6761,1757,2267,1058,2309,3367,1755,1582,692,1238,482,227,0,8358,3449,7145,1375,1772,1171,2365,3536,2226,1766,686,1184,454,189,0,8462,95.952278,35,47
PHO,1991,3553,7219,1861,2397,1088,2558,3646,2202,1852,673,1242,582,227,0,9194,3429,7477,1669,2207,1218,2345,3563,1909,1931,659,1258,493,180,0,8707,102.23541,53,29
POR,1991,3476,7352,1858,2463,1294,2549,3843,2065,1983,753,1328,410,325,0,9135,3249,7150,1797,2367,1097,2336,3433,1980,1957,688,1369,433,244,0,8539,102.34081,57,25
SAC,1991,3348,7189,1615,2162,1054,2354,3408,1957,1763,727,1360,618,238,0,8549,3557,7420,1728,2297,1311,2639,3950,2128,1816,816,1357,530,204,0,9046,102.27892,29,53
SAS,1991,3377,7090,1652,2246,1229,2552,3781,2010,1799,729,1308,608,118,0,8524,3211,7098,1587,2061,1103,2362,3465,1882,1810,753,1252,463,243,0,8252,98.580849,47,35
SEA,1991,3380,7128,1772,2263,1282,2257,3539,1877,1952,775,1323,448,205,0,8737,3263,6864,1848,2460,1122,2228,3350,1832,1850,697,1320,479,209,0,8583,98.569,47,35
UTA,1991,3379,6866,1961,2490,1097,2543,3640,2188,1746,715,1264,448,158,0,8877,3292,7178,1535,2056,1146,2255,3401,1925,1958,646,1205,458,234,0,8353,98.334015,55,27
WA1,1991,3364,7301,1521,1956,1069,2345,3414,2011,1852,713,1254,422,146,0,8395,3431,7174,1687,2240,1197,2636,3833,1902,1689,710,1325,450,212,0,8761,100.53396,25,57
ATL,1992,3392,7272,1648,2221,1290,2344,3634,2084,1807,806,1339,278,382,0,8814,3509,7074,1586,2092,1080,2413,3493,2189,1881,735,1363,363,281,0,8885,100.18027,43,39
BOS,1992,3453,7093,1486,1912,1076,2436,3512,1999,1862,647,1174,458,110,0,8502,3232,6980,1749,2269,1094,2378,3472,1971,1676,637,1181,386,216,0,8429,97.290855,48,34
CHA,1992,3512,7210,1831,2374,1095,2508,3603,2161,1790,639,1325,473,175,0,9030,3634,7698,1548,2080,1350,2403,3753,2277,1923,599,1245,438,234,0,9050,102.70078,44,38
CHI,1992,3475,7205,1431,1952,1290,2283,3573,2133,1804,783,1103,410,244,0,8625,3139,6622,1584,2033,1039,2265,3304,1918,1731,595,1372,357,247,0,8109,95.047157,57,25
CLE,1992,3425,6887,1699,2119,929,2496,3425,2349,1580,615,1120,536,283,0,8832,3370,7229,1334,1742,1115,2379,3494,2109,1828,610,1203,365,229,0,8303,97.267891,54,28
DAL,1992,3164,7271,1530,2171,1234,2265,3499,1683,2302,649,1459,355,283,0,8141,3401,6783,2351,3071,1063,2740,3803,2047,1861,802,1273,520,234,0,9387,101.50846,11,71
DEN,1992,3352,7282,1784,2360,1266,2564,3830,1735,2039,651,1413,565,138,0,8626,3324,7214,1899,2517,1159,2505,3664,1890,1983,750,1340,503,222,0,8769,102.5625,36,46
DET,1992,3267,7211,1426,1957,1293,2316,3608,1941,1747,580,1152,249,292,0,8252,3321,6906,1463,1987,1099,2442,3541,2048,1804,623,1219,363,261,0,8366,95.681519,40,42
GSW,1992,3474,7212,1768,2465,1219,2384,3603,2010,2056,693,1451,383,298,0,9014,3471,7197,1881,2492,1174,2345,3519,2098,1993,824,1350,457,272,0,9095,102.73293,34,48
HOU,1992,3280,6744,1584,2090,985,2532,3517,2115,1699,682,1295,543,387,0,8531,3255,7129,1432,1877,1167,2295,3462,1965,1793,717,1228,327,242,0,8184,96.637161,55,27
IND,1992,3371,7022,1837,2399,1220,2455,3675,2144,2045,615,1256,403,257,0,8836,3262,6955,1957,2635,1189,2345,3534,1987,1979,693,1178,387,216,0,8697,98.012001,41,41
LAC,1992,3544,7329,1562,2177,1183,2360,3543,2242,1920,847,1338,491,133,0,8783,3311,7051,1857,2434,1179,2437,3616,1970,1772,765,1445,453,275,0,8754,101.71613,41,41
LAL,1992,3309,6994,1741,2304,1103,2288,3391,2013,1778,782,1266,431,187,0,8546,3438,7116,1529,2050,1158,2411,3569,2130,1872,686,1334,384,245,0,8650,98.905273,39,43
MIA,1992,3127,6850,1908,2476,1134,2384,3518,1688,2011,609,1287,350,333,0,8495,3232,6791,1860,2416,1032,2424,3456,1965,2053,656,1304,426,265,0,8589,98.021187,36,46
MIL,1992,3268,6924,1544,2081,1050,2113,3163,2084,1978,863,1363,393,312,0,8392,3303,6843,1823,2437,1269,2398,3667,2087,1810,773,1476,456,269,0,8698,98.362305,28,54
MIN,1992,3043,6529,1794,2247,940,2204,3144,2001,2028,649,1422,455,166,0,8046,3323,6814,1830,2413,1122,2331,3453,2144,1875,734,1231,494,208,0,8684,96.606461,19,63
NJN,1992,3272,7084,1732,2258,1291,2506,3797,1872,1892,693,1355,526,155,0,8431,3231,6945,1665,2248,1102,2345,3447,1786,1881,780,1304,416,201,0,8328,98.378738,43,39
NYK,1992,3209,6898,1717,2316,1150,2660,3810,2125,2111,680,1296,372,193,0,8328,2822,6621,1949,2582,1031,2325,3356,1658,2010,657,1360,384,230,0,7823,97.60199,60,22
ORL,1992,3257,6708,1821,2495,1040,2566,3606,1952,1925,542,1429,467,317,0,8652,3307,7255,1682,2306,1166,2271,3437,2091,1975,715,1119,401,248,0,8544,99.223663,41,41
PHI,1992,3225,7075,1776,2259,1031,2431,3462,2038,1604,672,1362,566,330,0,8556,3666,7548,1417,1878,1258,2634,3892,2406,1790,781,1290,491,280,0,9029,101.57373,26,56
PHO,1992,3494,7093,1912,2539,1141,2510,3651,2087,1739,752,1359,455,398,0,9298,3500,7307,1502,2078,1118,2316,3434,2107,2041,708,1328,512,250,0,8752,101.89526,62,20
POR,1992,3361,7343,1901,2551,1226,2507,3733,1969,1892,770,1215,425,275,0,8898,3337,7125,1692,2226,1022,2527,3549,2059,2089,649,1404,452,277,0,8643,102.38723,51,31
SAC,1992,3360,7264,1865,2447,1137,2281,3418,2075,2085,768,1364,348,262,0,8847,3420,7024,2054,2711,1138,2562,3700,2073,2010,767,1466,551,213,0,9107,103.42458,25,57
SAS,1992,3311,6762,1794,2346,919,2542,3461,2012,1844,582,1227,514,236,0,8652,3290,7177,1583,2051,1082,2388,3470,1905,1998,655,1131,373,270,0,8433,98.094925,49,33
SEA,1992,3473,7140,1720,2259,1222,2254,3476,1906,1971,944,1267,409,218,0,8884,3143,6707,1746,2299,1075,2220,3295,1835,1853,655,1516,406,272,0,8304,98.746689,55,27
UTA,1992,3336,6828,1907,2491,1041,2463,3504,2177,1965,746,1270,344,130,0,8709,3258,6970,1743,2343,1120,2314,3434,1928,1970,648,1291,468,272,0,8531,98.664734,47,35
WA1,1992,3302,7065,1575,2107,1031,2317,3348,2110,1795,673,1323,359,174,0,8353,3557,7214,1577,2106,1135,2555,3690,2062,1818,718,1279,425,239,0,8930,100.13797,22,60
ATL,1993,3247,7039,1556,2070,1250,2423,3673,2056,1625,915,1252,449,268,0,8318,3163,6954,1285,1732,1157,2358,3515,1897,1722,641,1465,338,275,0,7886,96.554962,57,25
BOS,1993,3333,7057,1463,2003,1037,2380,3417,1928,1849,674,1242,440,138,0,8267,3357,7034,1673,2218,1131,2508,3639,2089,1738,690,1273,414,231,0,8618,98.485115,32,50
CHA,1993,3382,7100,1632,2135,1019,2475,3494,2214,1747,724,1266,394,336,0,8732,3463,7359,1507,2036,1217,2467,3684,2116,1761,629,1260,430,317,0,8750,100.23177,41,41
CHI,1993,3245,6815,1310,1859,1143,2391,3534,2102,1750,740,1306,354,233,0,8033,3029,6542,1470,1987,985,2240,3225,1840,1725,730,1335,374,252,0,7780,94.055008,55,27
CLE,1993,3133,6731,1736,2254,1090,2353,3443,2049,1701,705,1136,426,294,0,8296,3131,6741,1446,1967,1059,2335,3394,2006,1797,628,1293,461,258,0,7966,94.339066,47,35
DAL,1993,3055,7070,1450,1942,1271,2150,3421,1629,2007,767,1393,299,241,0,7801,3212,6508,1841,2498,1101,2503,3604,1970,1649,782,1428,507,249,0,8514,96.583488,13,69
DEN,1993,3156,6781,1739,2423,1105,2557,3662,1763,1926,679,1422,686,170,0,8221,3065,7000,1761,2349,1118,2331,3449,1745,1957,725,1245,502,208,0,8099,98.66304,42,40
DET,1993,3169,7017,1253,1715,1027,2320,3347,1767,1935,602,1236,309,358,0,7949,3255,6878,1805,2451,1191,2590,3781,2097,1602,721,1169,368,272,0,8587,96.187263,20,62
GSW,1993,3512,7145,1529,2304,1183,2396,3579,2198,1789,804,1433,511,291,0,8844,3428,7332,1540,2108,1324,2408,3732,2184,1870,842,1426,408,305,0,8701,101.35616,50,32
HOU,1993,3197,6733,1469,1978,926,2619,3545,2087,1646,717,1338,485,429,0,8292,3152,7166,1377,1871,1138,2434,3572,1901,1743,767,1221,312,257,0,7938,97.229935,58,24
IND,1993,3167,6516,1762,2387,1130,2409,3539,2055,1974,706,1440,457,184,0,8280,2978,6614,1768,2422,1132,2153,3285,1902,1986,826,1340,389,273,0,7997,95.274162,47,35
LAC,1993,3343,7163,1509,2128,1120,2410,3530,2169,1769,807,1474,421,252,0,8447,3512,7421,1584,2209,1348,2568,3916,2220,1788,898,1364,476,308,0,8916,101.91219,27,55
LAL,1993,3291,7316,1410,1967,1260,2204,3464,1983,1877,751,1197,461,241,0,8233,3337,7008,1683,2346,1284,2533,3817,2163,1659,664,1344,427,228,0,8585,98.022644,33,49
MIA,1993,3197,6896,1744,2223,1235,2407,3642,1856,2024,643,1315,374,337,0,8475,3036,6641,1889,2527,1074,2266,3340,1821,1946,689,1314,438,295,0,8256,96.380424,42,40
MIL,1993,3044,6807,1530,2181,1126,2154,3280,1946,1821,800,1343,407,331,0,7949,3255,6625,1684,2284,1086,2495,3581,2092,1777,768,1416,420,286,0,8480,96.359871,20,62
MIN,1993,2985,6535,1777,2303,990,2343,3333,1967,2016,600,1478,440,183,0,7930,3244,6874,1783,2451,1102,2296,3398,2108,1855,824,1164,549,227,0,8498,97.007523,20,62
NJN,1993,3169,7115,1900,2495,1300,2556,3856,1900,1693,696,1196,576,223,0,8461,3266,7125,1514,2038,1142,2528,3670,1919,1901,715,1248,582,235,0,8281,98.130219,45,37
NYK,1993,3098,6735,1564,2097,1175,2542,3717,2067,2001,752,1360,385,316,0,8076,2783,6451,1684,2341,1016,2245,3261,1677,1897,677,1420,333,253,0,7503,95.055138,57,25
ORL,1993,3341,6883,1590,2346,1177,2356,3533,2070,1713,683,1327,456,394,0,8666,3263,7125,1525,2047,1197,2305,3502,2103,1844,756,1228,442,296,0,8347,97.437599,50,32
PHI,1993,3103,6819,1509,2112,1012,2394,3406,1827,1488,663,1368,525,318,0,8033,3549,7338,1297,1744,1202,2607,3809,2357,1729,806,1190,385,263,0,8658,97.895241,25,57
PHO,1993,3429,7080,1674,2301,1220,2453,3673,2261,1639,745,1305,460,344,0,8876,3379,7135,1438,1998,1086,2247,3333,2154,1870,748,1254,437,283,0,8479,98.873848,56,26
POR,1993,3371,7427,1781,2396,1302,2460,3762,2070,1827,744,1210,409,272,0,8795,3311,7057,1661,2216,1016,2481,3497,2094,1944,654,1391,393,296,0,8579,101.5133,47,35
SAC,1993,3179,7027,1676,2292,1122,2349,3471,2029,1979,669,1333,355,257,0,8291,3360,7017,1767,2448,1189,2574,3763,2052,1895,746,1341,498,277,0,8764,99.677917,28,54
SAS,1993,3178,6688,1597,2151,1189,2597,3786,1896,1662,561,1198,450,249,0,8202,3066,6880,1349,1875,1089,2153,3242,1769,1791,632,1020,346,290,0,7771,92.345825,55,27
SEA,1993,3338,6901,1769,2374,1148,2233,3381,2112,1914,1053,1262,365,242,0,8687,2928,6459,1760,2374,1084,2191,3275,1808,1884,686,1666,421,326,0,7942,97.57782,63,19
UTA,1993,3207,6729,1761,2379,1059,2385,3444,2179,1988,751,1191,364,179,0,8354,2973,6641,1773,2444,1100,2327,3427,1806,1922,593,1318,459,289,0,8008,95.746544,53,29
WA1,1993,3195,6826,1618,2162,1071,2189,3260,1823,1715,701,1403,321,221,0,8229,3569,7026,1444,1996,1119,2632,3481,2113,1823,815,1291,470,252,0,8834,97.821983,24,58
ATL,1994,2986,6680,1410,1948,1104,2272,3376,1757,1804,738,1221,412,539,0,7921,3001,6485,1394,1919,1051,2391,3442,1733,1815,608,1359,320,420,0,7816,92.418594,42,40
BOS,1994,3179,6847,1708,2268,1156,2320,3476,1783,1975,612,1305,361,362,0,8428,3303,6820,1601,2225,1064,2335,3399,1999,1922,653,1232,454,375,0,8582,96.464554,35,47
CHA,1994,3051,6438,1587,2042,832,2395,3227,2072,1685,620,1224,399,560,0,8249,3088,6807,1375,1859,1102,2365,3467,1898,1859,535,1216,368,429,0,7980,93.482056,50,32
CHI,1994,3191,6710,1500,2065,1106,2294,3400,1970,1962,797,1297,352,443,0,8325,2923,6399,1682,2280,1068,2252,3320,1713,1892,687,1485,369,401,0,7929,94.457283,47,35
CLE,1994,2756,6255,1507,1982,1045,2237,3282,1672,1694,630,1176,349,398,0,7417,2803,6083,1364,1801,851,2246,3097,1812,1770,556,1213,433,396,0,7366,87.607971,43,39
DAL,1994,3227,7342,1622,2210,1514,2433,3947,1941,1811,579,1345,348,386,0,8462,3407,6982,1454,1981,1053,2379,3432,1991,1925,722,1250,502,432,0,8700,97.885567,36,46
DEN,1994,3098,6461,1700,2305,1040,2402,3442,1836,2063,660,1381,585,413,0,8309,3050,6695,1721,2296,1021,2207,3228,1784,1956,640,1167,460,419,0,8240,94.690819,41,41
DET,1994,3060,6633,1439,1941,958,2204,3162,1872,2151,705,1318,420,494,0,8053,3120,6558,1963,2720,1147,2432,3579,2013,1746,693,1286,439,448,0,8651,95.13443,28,54
GSW,1994,3217,6873,1687,2395,1101,2371,3472,2017,1804,649,1497,391,546,0,8667,3527,7233,1565,2175,1196,2527,3723,2345,2133,865,1326,412,492,0,9111,100.58569,26,56
HOU,1994,3159,6579,1527,2039,880,2440,3320,2060,1714,721,1322,514,646,0,8491,3202,7061,1407,1874,1165,2386,3551,1940,1779,744,1274,365,506,0,8317,96.173241,47,35
IND,1994,2983,6248,1796,2390,1051,2290,3341,1877,1939,703,1340,363,374,0,8136,2921,6408,1516,2089,1048,2156,3204,1804,2058,691,1370,416,475,0,7833,92.093918,52,30
LAC,1994,3060,6888,1476,2079,1064,2076,3140,1805,2152,787,1334,435,331,0,7927,3207,6470,1876,2503,1083,2536,3619,1917,1905,693,1506,459,388,0,8678,97.106163,17,65
LAL,1994,3284,7088,1523,2072,1126,2316,3442,2078,1933,750,1243,563,525,0,8616,3299,7050,1580,2233,1283,2474,3757,2203,1807,644,1390,489,456,0,8634,98.249161,48,34
MIA,1994,3144,6738,1569,2133,1092,2272,3364,1779,2000,662,1291,298,436,0,8293,3092,6566,1732,2340,1036,2355,3391,1860,1896,656,1332,385,511,0,8427,95.293266,32,50
MIL,1994,3022,6586,1608,2259,1063,2187,3250,1737,1858,674,1393,359,494,0,8146,3248,6589,1517,2081,1014,2337,3351,2103,1973,770,1359,407,491,0,8504,95.24781,34,48
MIN,1994,2792,6219,1824,2355,883,2090,2973,1780,2074,609,1400,402,318,0,7726,3088,6509,1820,2491,1169,2305,3474,2069,1982,703,1323,512,468,0,8464,93.867653,21,61
NJN,1994,2939,6738,1750,2305,1213,2569,3782,1884,1844,544,1300,548,414,0,8042,3182,6904,1495,2073,1056,2435,3491,1826,1911,733,1104,440,440,0,8299,94.907669,30,52
NYK,1994,2985,6394,1552,2114,929,2473,3402,2055,2102,591,1305,387,532,0,8054,2800,6410,1802,2449,1021,2317,3338,1584,1907,639,1264,324,397,0,7799,93.260132,55,27
ORL,1994,3460,6899,1648,2465,1149,2457,3606,2281,1726,672,1297,488,523,0,9091,3242,7093,1560,2106,1136,2226,3362,1986,1954,700,1234,367,468,0,8512,98.2071,57,25
PHI,1994,2949,6577,1567,2125,1105,2230,3335,1566,1835,643,1355,576,355,0,7820,3100,6663,1569,2057,1143,2317,3460,1992,1859,712,1299,422,467,0,8236,93.594711,24,58
PHO,1994,3356,6967,1777,2352,1027,2403,3430,2198,1839,687,1167,312,584,0,9073,3320,6963,1590,2138,1038,2431,3469,2149,2026,658,1285,391,525,0,8755,98.469154,59,23
POR,1994,3217,7134,1555,2230,1352,2443,3795,1846,2024,668,1212,467,462,0,8451,2951,6465,1794,2380,883,2295,3178,1789,1938,638,1302,405,442,0,8138,96.13504,44,38
SAC,1994,3025,6463,1647,2317,1073,2325,3398,1824,2040,650,1449,457,359,0,8056,2964,6549,1833,2473,1145,2268,3413,1820,2033,756,1348,515,377,0,8138,94.879143,39,43
SAS,1994,3236,6687,1836,2487,1029,2661,3690,1919,1871,656,1246,456,434,0,8742,3168,6974,1491,2089,1017,2303,3320,1878,2063,633,1182,408,426,0,8253,97.041855,62,20
SEA,1994,3310,6741,1944,2564,1068,2337,3405,2115,2067,917,1295,392,491,0,9055,3008,6637,1848,2514,1064,2207,3271,1849,2024,652,1485,493,520,0,8384,98.274063,57,25
UTA,1994,3243,6339,1939,2483,874,2412,3286,2256,2045,758,1289,392,301,0,8726,2845,6282,1835,2477,917,2125,3042,1713,2053,648,1353,429,546,0,8071,94.612007,60,22
WA1,1994,3176,6899,1457,2013,1044,2219,3263,1749,1949,648,1301,404,433,0,8242,3246,6768,1771,2315,1107,2161,3628,1959,1775,701,1359,446,438,0,8701,97.18618,21,61
ATL,1995,2985,6665,1523,2012,1182,2148,3330,1609,1714,771,1228,319,566,0,8059,3044,6419,1392,1865,1054,2292,3346,1841,1807,580,1405,338,479,0,7959,91.786407,46,36
BOS,1995,3163,6942,1630,2284,1050,2427,3477,1792,2041,653,1302,406,539,0,8495,3296,6856,1767,2366,1040,2590,3630,1916,1965,667,1314,489,415,0,8774,98.936943,33,49
CHA,1995,3108,6618,1631,2119,987,2256,3243,1907,1815,582,1241,277,584,0,8431,3254,6651,1440,1957,953,2358,3311,2049,1829,536,1215,368,530,0,8478,94.152916,41,41
CHI,1995,3293,6892,1495,2004,1247,2411,3658,2033,1807,745,1175,345,544,0,8625,2880,6428,1424,1985,981,2136,3117,1592,1856,595,1405,312,437,0,7621,93.238617,72,10
CLE,1995,2761,5998,1355,1775,867,2055,2922,1818,1685,674,1073,340,596,0,7473,2674,5787,1400,1844,874,2167,3041,1818,1667,504,1282,336,513,0,7261,84.560928,47,35
DAL,1995,3124,7431,1426,1975,1408,2379,3787,1913,1836,642,1270,342,735,0,8409,3403,6921,1535,2097,1087,2726,3813,1978,1841,702,1348,531,470,0,8811,98.3125,26,56
DEN,1995,3001,6657,1614,2173,1057,2487,3544,1851,1882,521,1265,597,397,0,8013,3091,6741,1600,2105,934,2385,3319,1875,1899,617,1130,418,453,0,8235,94.792839,35,47
DET,1995,2810,6122,1657,2206,884,2440,3324,1610,1953,506,1215,352,545,0,7822,2827,6375,1458,2039,964,2268,3232,1729,1887,556,1153,385,505,0,7617,89.960701,46,36
GSW,1995,3056,6700,1775,2340,1173,2285,3458,1889,1835,706,1343,470,447,0,8334,3206,6753,1564,2097,1114,2292,3406,2098,1959,698,1375,385,477,0,8453,95.71125,36,46
HOU,1995,3078,6638,1611,2106,919,2455,3374,1982,1753,645,1245,476,637,0,8404,3178,6910,1423,2012,1126,2499,3625,1945,1847,670,1224,400,482,0,8261,95.394798,48,34
IND,1995,2979,6205,1823,2416,1010,2262,3272,1917,2031,579,1335,323,363,0,8144,2841,6291,1703,2302,1004,2051,3055,1726,2041,663,1259,420,493,0,7878,91.575119,52,30
LAC,1995,3126,6618,1392,1984,979,2190,3169,1672,2008,703,1355,411,509,0,8153,3090,6471,1824,2444,1034,2362,3396,1658,1860,689,1357,401,444,0,8448,95.107117,29,53
LAL,1995,3216,6706,1529,2049,995,2303,3298,2080,1702,722,1163,516,477,0,8438,3118,6806,1395,1891,1146,2316,3462,2006,1806,588,1334,483,442,0,8073,94.292892,53,29
MIA,1995,2902,6348,1553,2187,999,2495,3494,1752,2158,574,1394,439,552,0,7909,2734,6303,1878,2498,982,2315,3297,1645,2031,662,1288,403,446,0,7792,93.155449,42,40
MIL,1995,3034,6490,1412,1914,973,2164,3137,1755,1943,582,1295,307,357,0,7837,3084,6421,1590,2193,998,2305,3303,1940,1752,648,1212,373,514,0,8272,92.192551,25,57
MIN,1995,2974,6481,1797,2314,985,2271,3256,1867,1994,650,1426,481,279,0,8024,3086,6586,1761,2368,1036,2317,3353,1966,1940,725,1343,498,530,0,8463,95.945747,26,56
NJN,1995,2881,6750,1672,2244,1350,2503,3853,1752,1880,627,1375,571,250,0,7684,3006,6625,1476,1994,1028,2355,3383,1876,1925,665,1270,516,543,0,8031,93.71946,30,52
NYK,1995,3003,6382,1480,1954,829,2449,3278,1822,1864,645,1272,377,485,0,7971,2859,6471,1621,2191,995,2425,3420,1671,1762,653,1293,281,442,0,7781,93.182045,47,35
ORL,1995,3203,6640,1543,2232,966,2401,3367,2080,1709,663,1160,406,622,0,8571,3060,6736,1499,2037,1087,2365,3452,1869,1827,644,1238,324,496,0,8115,94.279358,60,22
PHI,1995,2796,6418,1662,2263,1031,2161,3192,1629,1777,643,1414,420,492,0,7746,3284,6796,1472,1986,1164,2478,3642,2109,1912,723,1288,469,526,0,8566,94.226173,18,64
PHO,1995,3159,6673,1907,2472,1009,2501,3510,2001,1776,623,1207,331,327,0,8552,3217,6837,1540,2083,1003,2382,3385,2088,2011,586,1191,420,551,0,8525,96.097572,41,41
